draft_year,draft_round,selection,team,firstname,lastname,ilkid,draft_from,leag
1947,0,0,ba1,Larry,Killick,NULL,Vermont,N
1947,0,0,ba1,Bob,Jake,NULL,Vermont,N
1947,0,0,ba1,John,Rusinko,NULL,Penn State,N
1947,0,0,ba1,Harry,Gallatin,GallaHa01,NE Missouri State Teachers College,N
1947,0,0,ba1,Charles,Raynor,NULL,Houston,N
1947,0,0,ba1,Elmer,Gainer,GaineEl01,DePaul,N
1947,0,0,ba1,Scotty,Hamilton,NULL,West Virginia,N
1947,0,0,ba1,Hugh,Hampton,NULL,High Point,N
1947,0,0,ba1,Chick,Reiser,NULL,New York University,N
1947,0,0,ba1,Robert,Bolyard,NULL,Toledo,N
1947,0,0,bos,Ed,Ehlers,EhlerEd01,Purdue,N
1947,0,0,bos,Hank,Biasetti,BiaseHa01,Long Island,N
1947,0,0,bos,Gene,Stump,StumpGe01,DePaul,N
1947,0,0,bos,George,Felt,NULL,Northwestern,N
1947,0,0,bos,Bob,Alemeida,NULL, ,N
1947,0,0,bos,George,Petrovick,NULL, ,N
1947,0,0,bos,John,Ezersky,EzersJo01,Rhode Island State,N
1947,0,0,bos,Jack,Hewson,HewsoJa01,Temple,N
1947,0,0,bos,John,Kelly,NULL,Notre Dame,N
1947,0,0,CH1,Paul,Huston,HustoPa01,Ohio State,N
1947,0,0,CH1,Ben,Schadler,SchadBe01,Northwestern,N
1947,0,0,CH1,Hank,Decker,NULL,West Texas State,N
1947,0,0,CH1,Gene,Vance,VanceGe01,Illinois,N
1947,0,0,CH1,Andy,Phillip,PhillAn01,Illinois,N
1947,0,0,CH1,Ralph,Bishop,NULL,Washington,N
1947,0,0,CH1,Jim,Darden,DardeJi01,Denver,N
1947,0,0,CH1,Jim,Pollard,PollaJi01,Stanford,N
1947,0,0,CH1,Don,Smith,SmithDo03,Minnesota,N
1947,0,0,CH1,Jack,Stone,NULL,Kansas State,N
1947,0,0,nyk,Dick,Holub,HolubDi01,Long Island,N
1947,0,0,nyk,Tom,Tomlinson,NULL,Southern Methodist,N
1947,0,0,nyk,Garland,Head,NULL,Texas Tech,N
1947,0,0,nyk,Carl,Reichert,NULL,Findlay,N
1947,0,0,nyk,Ray,Evans,NULL,Kansas,N
1947,0,0,nyk,Andy,Duncan,DuncaAn01,William & Mary,N
1947,0,0,nyk,Ed,Golub,NULL,Norfolk Naval Training Center,N
1947,0,0,nyk,Ron,Livingston,NULL,St. Mary's (CA),N
1947,0,0,nyk,Dan,Miller,NULL,St. Louis,N
1947,0,0,nyk,Wat,Misaka,MisakWa01,Utah,N
1947,0,0,phi,Frank,Crossin,CrossFr01,Pennsylvania,N
1947,0,0,phi,Ed,Koffenberger,NULL,Duke,N
1947,0,0,phi,Norman,Butz,NULL,St. Joseph's (PA),N
1947,0,0,phi,Jim,Kaeding,NULL,York,N
1947,0,0,phi,Jim,Pollard,PollaJi01,Stanford,N
1947,0,0,pit,Clifton,McNeeley,NULL,Texas Western,N
1947,0,0,pit,Bob,Alamo,NULL,Santa Clara,N
1947,0,0,pit,Herman,Knoche,KnochHe01,Washington & Jefferson,N
1947,0,0,pit,Dick,Ives,NULL,Iowa,N
1947,0,0,pit,Jack,Walton,NULL,DePauw,N
1947,0,0,pit,Fred,Nagy,NagyFr01 ,Akron,N
1947,0,0,pit,George,Brown,NULL, ,N
1947,0,0,pro,Walt,Dropo,NULL,Connecticut,N
1947,0,0,pro,Roy,Lipscomb,NULL,St. Mary's,N
1947,0,0,pro,John,Mills,MillsJo01,Hofstra,N
1947,0,0,pro,Al,Nichols,NULL,Rhode Island State,N
1947,0,0,pro,Dick,Furey,NULL,St. Thomas (MN),N
1947,0,0,pro,Robert,Hubbard,NULL,Springfield College,N
1947,0,0,pro,Joe,Barry,NULL, ,N
1947,0,0,pro,Bob,Joyce,NULL,Bates,N
1947,0,0,ST1,Jack,Underman,NULL,Ohio State,N
1947,0,0,ST1,Herb,Wilkinson,NULL,Iowa,N
1947,0,0,ST1,Jack,Knopf,NULL,Louisville,N
1947,0,0,ST1,Bob,Kurland,NULL,Oklahoma A&M,N
1947,0,0,ST1,Paul,Napolitano,NapolPa01,San Francisco,N
1947,0,0,ST1,Jim,Pollard,PollaJi01,Stanford,N
1947,0,0,ST1,Bill,Strannigan,NULL,Colorado/Wyoming,N
1947,0,0,TO1,Glen,Selbo,SelboGl01,Wisconsin,N
1947,0,0,TO1,Red,Rocha,RochaRe01,Oregon State,N
1947,0,0,TO1,Frank,Broyles,NULL,Georgia Tech,N
1947,0,0,TO1,Wimpy,Quinn,NULL,Oregon,N
1947,0,0,TO1,Paul,Hoffman,HoffmPa01,Purdue,N
1947,0,0,WSC,Dick,O'Keefe,OKeeDi01 ,Santa Clara,N
1947,0,0,WSC,Jack,Tingle,TinglJa01,Kentucky,N
1947,0,0,WSC,Bill,Burke,NULL,St. Mary's,N
1947,0,0,WSC,Abel,Rodriguez,NULL,San Francisco,N
1947,0,0,WSC,Paul,Cloyd,NULL,Wisconsin,N
1947,0,0,WSC,Mat,Zunic,ZunicMa01,George Washington,N
1947,0,0,WSC,John,Mandic,MandiJo01,Oregon State,N
1947,0,0,WSC,Irwin,Rothenberg,RotheIr01,Long Island,N
1947,0,0,WSC,Saul,Mariaschin,MariaSa01,Harvard,N
1948,0,0,WSC,Fred,Bartell,NULL,Oregon,N
1948,0,0,WSC,Ed,Hughes,NULL,San Jose State,N
1948,0,0,WSC,Thorton,Jenkins,NULL,Missouri,N
1948,0,0,WSC,Leo,Katkaveck,KatkaLe01,North Carolina State,N
1948,0,0,WSC,Jack,Nichols,NichoJa01,Washington,N
1948,0,0,WSC,CT,Parker,NULL,Louisiana Tech,N
1948,0,0,WSC,Jack,Parkinson,ParkiJa01,Kentucky,N
1948,0,0,WSC,Don,Walker,NULL,Sam Houston State,N
1948,0,0,WSC,Al,Williams,NULL,Arkansas,N
1948,0,0,ST1,Jack,Burmaster,BurmaJa01,Illinois,N
1948,0,0,ST1,Gordon,Flick,NULL,Drake,N
1948,0,0,ST1,Robert,Gale,NULL,Cornell,N
1948,0,0,ST1,John,Hoppin,NULL,Dickinson,N
1948,0,0,ST1,Dan,London,NULL,Washington U. (MO),N
1948,0,0,ST1,D,Miller,NULL,St. Louis,N
1948,0,0,ST1,Easy,Parham,ParhaEa01,Texas Wesleyan,N
1948,0,0,ST1,DC,Wilcutt,WilcuDC01,St. Louis,N
1948,0,0,roc,Bill,Gabor,GaborBi01,Syracuse,N
1948,0,0,roc,Ed,Keim,NULL,Niagara,N
1948,0,0,roc,Leo,Kubiak,KubiaLe01,Bowling Green,N
1948,0,0,roc,Hank,OKeefe,NULL,Canisius,N
1948,0,0,roc,Johnny,Macknowski,MacknJo01,Seton Hall,N
1948,0,0,roc,Lionel,Melamed,NULL,CCNY,N
1948,0,0,roc,Warren,Stickel,NULL,Syracuse,N
1948,0,0,roc,Robert,Wanzer,Wanzebo01,Seton Hall,N
1948,0,0,roc,Paul,Yesavi,NULL,Niagara,N
1948,0,0,roc,Alex,Athas,NULL,Tulane,N
1948,0,0,pro,AL,Bennett,NULL,Oklahoma A&M,N
1948,0,0,pro,Jack,Coleman,ColemJa01,Louisville,N
1948,0,0,pro,Ed,Faber,NULL,Trinity,N
1948,0,0,pro,Verl,Heap,NULL,Arizona State,N
1948,0,0,pro,Otto,Snellbacher,NULL,Kansas,N
1948,0,0,pro,Andy,Tonkovich,TonkoAn01,Marshall,N
1948,0,0,pro,Brady,Walker,WalkeBr01,Brigham Young,N
1948,0,0,phi,William,Brown,NULL,Maryland,N
1948,0,0,phi,Hugh,Compton,NULL,Louisville,N
1948,0,0,phi,Joe,Nelson,NULL,Brigham Young,N
1948,0,0,phi,Clint,Pace,NULL,Pepperdine,N
1948,0,0,phi,Roy,Pugh,PughRo01 ,Southern Methodist,N
1948,0,0,phi,Don,Ray,RayDo01  ,Western Kentucky,N
1948,0,0,phi,Tom,Short,NULL,Kansas Wesleyan,N
1948,0,0,phi,Joe,Wahl,NULL,Akron,N
1948,0,0,phi,Andy,Wolfe,NULL,California,N
1948,0,0,nyk,Gene,Berce,BerceGe01,Marquette,N
1948,0,0,nyk,Leland,Byrd,NULL,West Virginia,N
1948,0,0,nyk,Harry,Gallatin,GallaHa01,NE Missouri State,N
1948,0,0,nyk,Keith,Grimes,NULL,East Central State,N
1948,0,0,nyk,Melvin,McGaha,McGahMe01,Arkansas,N
1948,0,0,nyk,Ed,Peterson,PeterEd01,Cornell,N
1948,0,0,nyk,Goebel,Ritter,NULL,Eastern Kentucky,N
1948,0,0,nyk,Adolph,Schayes,SchayDo01,New York University,N
1948,0,0,nyk,Richard,Shrider,ShridDi01,Ohio,N
1948,0,0,nyk,John,Stanisch,NULL,UCLA,N
1948,0,0,CH1,John,Dillon,DilloJo01,North Carolina,N
1948,0,0,CH1,Ed,Kachan,KachaEd01,DePaul,N
1948,0,0,CH1,Mickey,Marty,NULL,Loras,N
1948,0,0,CH1,Ed,Mikan,MikanEd01,DePaul,N
1948,0,0,CH1,Ed,Mills,NULL,Wisconsin,N
1948,0,0,CH1,Don,Reagan,NULL,Murray State,N
1948,0,0,CH1,Joe,Shafer,NULL,Wheaton,N
1948,0,0,CH1,Odie,Spears,SpearOd01,Western Kentucky,N
1948,0,0,CH1,Fred,Weber,NULL,Siena,N
1948,0,0,Bos,John,Bach,BachJo01 ,Fordham,N
1948,0,0,Bos,Norman,Carey,NULL,Oregon State,N
1948,0,0,Bos,Bob,Curran,NULL,Holy Cross,N
1948,0,0,Bos,Neil,Dooley,NULL,Colgate,N
1948,0,0,Bos,George,Hauptfuhrer,NULL,Harvard,N
1948,0,0,Bos,Jack,Hauser,NULL,Denver,N
1948,0,0,Bos,Marshall,Hawkins,HawkiMa01,Tennessee,N
1948,0,0,Bos,Tom,Kelly,KellyTo01,New York University,N
1948,0,0,Bos,Murray,Mitchell,MitchMu01,Sam Houston State,N
1948,0,0,Bos,Guinn,Phillips,NULL,Texas Wesleyan,N
1948,0,0,Bos,Ray,Wehde,NULL,Iowa State,N
1948,0,0,ba1,Jim,Black,NULL,Occidental,N
1948,0,0,ba1,Darrell,Brown,BrownDa01,Humboldt State,N
1948,0,0,ba1,Walter,Budko,BudkoWa01,Columbia,N
1948,0,0,ba1,Robert,Carroll,NULL,West Virginia,N
1948,0,0,ba1,Jake,Carter,CarteJa01,East Texas State,N
1948,0,0,ba1,Marvin,English,NULL,Newberry,N
1948,0,0,ba1,Gene,Fellmoth,NULL,Whittenberg,N
1948,0,0,ba1,JW,Fullerton,NULL,Arkansas State,N
1948,0,0,ba1,Marshall,Gemberling,NULL,Lebanon Valley,N
1948,0,0,ba1,Vince,Hansen,NULL,Washington State,N
1948,0,0,ba1,Joe,Holland,HollaJo01,Kentucky,N
1948,0,0,ba1,Dan,Kraus,KrausDa01,Georgetown,N
1948,0,0,ba1,Wayne,Jones,NULL,American International,N
1948,0,0,ba1,Herbert,Krautblatt,KrautHe01,Rider,N
1948,0,0,ba1,Paul,Marcincin,NULL,Moravian,N
1948,0,0,ftw,Bobby,Cook,CookBo01 ,Wisconsin,N
1948,0,0,ftw,Link,Richmond,NULL,Arizona,N
1948,0,0,ftw,Ken,Rollins,RolliKe01,Kentucky,N
1948,0,0,ftw,Murray,Wier,wiermu01 ,Iowa,N
1948,0,0,ftw,Ward,Williams,WilliWa02,Indiana,N
1948,0,0,INJ,Reede,Berg,NULL,Oregon,N
1948,0,0,INJ,Jack,Coleman,ColemJa01,Louisiana State,N
1948,0,0,INJ,Alex,Hannum,HannuAl01,Southern California,N
1948,0,0,INJ,Norman,Kohler,NULL,North Carolina,N
1948,0,0,INJ,George,Kok,NULL,Arkansas,N
1948,0,0,INJ,Andy,Kostecka,KosteAn01,Georgetown,N
1948,0,0,INJ,Ray,Lumpp,LumppRa01,New York University,N
1948,0,0,INJ,Bob,Paxton,NULL,North Carolina,N
1948,0,0,INJ,Jack,Phoenix,NULL,Idaho,N
1948,0,0,INJ,Dick,Wehr,WehrDi01 ,Rice,N
1948,0,0,MIE,Cliff,Crandall,NULL,Oregon State,N
1948,0,0,MIE,Arnold,Ferrin,FerriAr01,Utah,N
1948,0,0,MIE,Earl,Gardner,GardnEa01,DePauw,N
1948,0,0,MIE,Dee,Gibson,GibsoDe01,Western Kentucky,N
1948,0,0,MIE,Chuck,Hanger,NULL,California,N
1948,0,0,MIE,Ken,Jastrow,NULL,Denver,N
1948,0,0,MIE,Bob,Lowther,NULL,Louisiana State,N
1948,0,0,MIE,Junior,Skogland,NULL,Gustavus Adolphus,N
1948,0,0,MIE,Quentin,Stinson,NULL,Southern Illinois,N
1948,0,0,MIE,Johnny,Orr,OrrJo01  ,Beloit,N
1949,0,0,Min,Bob,Harrison,HarriBo02,Michigan,N
1949,0,0,Min,Paul,Walther,WalthPa01,Tennessee,N
1949,0,0,INI,Charlie,Maas,NULL,Butler,N
1949,0,0,INI,Jim,OHalloran,NULL,Notre Dame,N
1949,0,0,INI,JL,Parks,NULL,Oklahoma A&M,N
1949,0,0,ftw,Dal,Zuber,NULL,Toledo,N
1949,0,0,Bos,Bill,Tom,NULL,Rice,N
1949,0,0,Bos,Ed,Little,NULL,Denver JC,N
1949,0,0,Bos,Jim,Simpson,NULL,Bates,N
1949,0,0,Bos,Bill,Vandenburgh,NULL,Washington,N
1949,0,0,Bos,Emerson,Speicher,NULL,Bowling Green,N
1949,0,0,Bos,Bill,Weight,NULL,Brigham Young,N
1949,0,0,Bos,Russ,Washburn,NULL,Colby,N
1949,0,0,ba1,Roger,Wiley,NULL,Oregon,N
1949,0,0,ba1,Jim,McMullen,NULL,Xavier,N
1949,0,0,ba1,Eppa,Rixey,NULL,Kenyon,N
1949,0,0,ba1,Bill,Evans,NULL,Drake,N
1949,0,0,ba1,Tom,Gallagher,NULL,St. Francis,N
1949,0,0,ba1,Bill,Zipple,NULL,Lafayette,N
1949,0,0,nyk,Bill,Kleine,NULL,Missouri Valley,N
1949,0,0,nyk,Don,Bagley,NULL,Notre Dame,N
1949,0,0,nyk,Bob,Prewitt,NULL,Southern Methodist,N
1949,0,0,nyk,Ken,Kearns,NULL,Arkansas,N
1949,0,0,nyk,Bill,Litchfield,NULL,Emporia State,N
1949,0,0,Pro,Paul,Courty,NULL,Oklahoma,N
1949,0,0,Pro,Jack,Theolan,NULL,DePaul,N
1949,0,0,Pro,Carl,Schaeffer,NULL,Alabama,N
1949,0,0,Pro,Bill,Tanzler,NULL,Florida,N
1949,0,0,ST1,Marv,Schatzman,SchatMa01,St. Louis,N
1949,0,0,ST1,Preston,Ward,NULL,Southwest Missouri,N
1949,0,0,ST1,Jack,Davidson,NULL,Stanford,N
1949,0,0,ST1,Bob,Retherford,NULL,Nebraska,N
1949,0,0,ST1,Joe,Crandall,NULL,Oregon State,N
1949,0,0,ST1,Eddie,Van,NULL,NW Oklahoma,N
1949,0,0,WSC,Jim,Lacy,NULL,Loyola,N
1949,0,0,WSC,Maynard,Haitcock,NULL,George Washington,N
1949,1,0,WSC,Wallace,Jones,JonesWa01,Kentucky,N
1949,1,0,ST1,Ed,Macauley,MacauEd01,St. Louis,N
1949,1,0,Phi,Vern,Gardner,GardnVe01,Utah,N
1949,1,0,Roc,Frank,Saul,SaulFr01 ,Seton Hall,N
1949,1,0,Pro,Howie,Shannon,ShannHo01,Kansas State,N
1949,1,0,nyk,Dick,McGuire,McGuiDi01,St. John's,N
1949,1,0,ba1,Ron,Livingstone,LivinRo01,Wyoming,N
1949,1,0,Bos,George,Kaftan,KaftaGe01,Holy Cross,N
1949,1,0,CH1,Jack,Kerris,KerriJa01,Loyola (IL),N
1949,1,0,ftw,Bob,Harris,HarriBo01,Oklahoma State,N
1949,1,0,INI,Alex,Groza,GrozaAl01,Kentucky,N
1949,1,0,Min,Vern,Mikkelsen,MikkeVe01,Hamline,N
1949,2,0,INI,Leo,Barnhorst,BarnhLe01,Notre Dame,N
1949,2,0,ftw,John,Oldham,OldhaJo01,Western Kentucky,N
1949,2,0,CH1,Ralph,Beard,BeardRa01,Kentucky,N
1949,2,0,Bos,Tony,Lavelli,LavelTo01,Yale,N
1949,2,0,nyk,Harry,Donovan,DonovHa01,Muhlenberg,N
1949,2,0,Roc,Jack,Coleman,ColemJa01,Louisville,N
1949,2,0,Phi,Jim,Nolan,NolanJi01,Georgia Tech,N
1949,2,0,ST1,John,Orr,OrrJo01  ,Beloit,N
1949,2,0,WSC,Jim,Owens,owensja01,Baylor,N
1949,3,0,Phi,Nelson,Bobb,BobbNe01 ,Temple,N
1949,3,0,nyk,Ernie,Vandeweghe,VandeEr01,Colgate,N
1949,3,0,Pro,Ed,Leede,LeedeEd01,Dartmouth,N
1949,3,0,Bos,Joe,Mullaney,MullaJo01,Holy Cross,N
1949,3,0,ba1,Paul,Gordon,GordoPa01,Notre Dame,N
1949,3,0,CH1,Dike,Eddleman,EddleTH01,Illinois,N
1949,3,0,ftw,Fred,Schaus,SchauFr01,West Virginia,N
1949,3,0,INI,Mac,Otten,OttenMa01,Bowling Green,N
1949,4,0,INI,Bob,Evans,EvansBo01,Butler,N
1949,4,0,ftw,Jerry,Nagel,NagelJe01,Loyola,N
1949,4,0,Pro,Warren,Perkins,PerkiWa01,Tulane,N
1949,5,0,Pro,Ray,Corley,CorleRa01,Georgetown,N
1949,5,0,ST1,Glenn,Dodd,NULL,NE Missouri,N
1949,5,0,WSC,Cliff,Barker,BarkeCl01,Kentucky,N
1949,6,0,INI,Don,Boven,NULL,Western Michigan,N
1949,7,0,ST1,John,Pritchard,PritcJo01,Drake,N
1949,8,0,Pro,Bob,Royer,RoyerBo01,Indiana State,N
1949,8,0,Bos,Duane,Klueh,KluehDu01,Indiana State,N
1950,1,0,Bos,Charlie,Share,ShareCh01,Bowling Green,N
1950,1,0,ba1,Don,Rehfeldt,RehfeDo01,Wisconsin,N
1950,1,0,CH1,Larry,Foust,FoustLa01,La Salle,N
1950,1,0,INI,Bob,Lavoy,LavoyBo01,Western Kentucky,N
1950,1,0,Ftw,George,Yardley,YardlGe01,Stanford,N
1950,1,0,MIE,Kevin,OShea,OSheKe01 ,Notre Dame,N
1950,1,0,phi,Paul,Arizin,AriziPa01,Villanova,N
1950,1,0,Nyk,Irwin,Dambrot,NULL,CCNY,N
1950,1,0,syr,Don,Lofgran,LofgrDo01,San Francisco,N
1950,1,0,tri,Bob,Cousy,CousyBo01,Holy Cross,N
1950,1,0,roc,Joe,McNamee,McNamJo01,San Francisco,N
1950,1,0,WSC,Dick,Schnittker,SchniDi01,Ohio State,N
1950,2,0,WSC,Bill,Sharman,SharmBi01,Southern California,N
1950,2,0,roc,George,Stanich,NULL,UCLA,N
1950,2,0,tri,Ed,Gayda,GaydaEd01,Washington State,N
1950,2,0,syr,Gerry,Calabrese,CalabGe01,St. John's,N
1950,2,0,Nyk,Herb,Scherer,ScherHe01,Long Island,N
1950,2,0,phi,Ed,Dahler,DahleEd01,Duquesne,N
1950,2,0,MIE,Hal,Haskins,NULL,Hamline,N
1950,2,0,Ftw,Jim,Riffey,RiffeJi01,Tulane,N
1950,2,0,INI,Paul,Unruh,NULL,Bradley,N
1950,2,0,CH1,Wally,Osterkorn,OsterWa01,Illinois,N
1950,2,0,ba1,John,Pilch,PilchJo01,Wyoming,N
1950,2,0,Bos,Chuck,Cooper,CoopeCh01,Duquesne,N
1950,3,0,Bos,Bob,Donham,DonhaBo01,Ohio State,N
1950,3,0,ba1,Dick,Dickey,DickeDi01,North Carolina State,N
1950,3,0,CH1,Lou,Watson,NULL,Indiana,N
1950,3,0,INI,Charles,Mrazovich,MrazoCh01,Eastern Kentucky,N
1950,3,0,Ftw,Art,Burris,BurriAr01,Tennessee,N
1950,3,0,MIE,Howie,Williams,NULL,Purdue,N
1950,3,0,phi,Buddy,Cate,NULL,Western Kentucky,N
1950,3,0,Nyk,Stan,Weber,NULL,Bowling Green,N
1950,3,0,syr,Stan,Christie,NULL,Southern California,N
1950,3,0,tri,Clarence,Brannum,NULL,Kansas State,N
1950,3,0,roc,Bob,Roper,NULL,John Carroll,N
1950,3,0,WSC,Alan,Sawyer,SawyeAl01,UCLA,N
1950,4,0,WSC,Tom,OKeefe,OKeeTo01 ,Georgetown,N
1950,4,0,roc,Chet,Giermak,NULL,William & Mary,N
1950,4,0,tri,Paul,Hicks,NULL,Eastern Kentucky,N
1950,4,0,syr,Paul,Merchant,NULL,Oklahoma,N
1950,4,0,Nyk,Joe,Ossola,NULL,St. Louis,N
1950,4,0,phi,Paul,Sensky,NULL,St. Joseph's (PA),N
1950,4,0,MIE,Bud,Grant,GrantBu01,Minnesota,N
1950,4,0,Ftw,Len,Rzewszewski,NULL,Indiana State,N
1950,4,0,INI,Jim,Line,NULL,Kentucky,N
1950,4,0,CH1,Ken,Murray,murrake01,St. Bonaventure,N
1950,4,0,ba1,Jerry,Reed,NULL,Wyoming,N
1950,4,0,Bos,Ken,Reeves,NULL,Louisville,N
1950,5,0,Bos,Jack,Shelton,NULL,Oklahoma A&M,N
1950,5,0,ba1,Norm,Mager,MagerNo01,CCNY,N
1950,5,0,CH1,Don,Stroot,NULL,Missouri,N
1950,5,0,INI,Sonny,Allen,NULL,Morehead State,N
1950,5,0,Ftw,Ed,Thompson,NULL,Kent State,N
1950,5,0,MIE,Ed,Beach,BeachEd01,West Virginia,N
1950,5,0,phi,Ike,Borsavage,Borsaco01,Temple,N
1950,5,0,Nyk,Dick,Barnes,NULL,San Diego State,N
1950,5,0,syr,Paul,Hickey,NULL,Denver,N
1950,5,0,tri,Cal,Christensen,ChrisCa01,Toledo,N
1950,5,0,roc,Joe,Nelson,NULL,Brigham Young,N
1950,5,0,WSC,Claude,Overton,OvertCl01,East Central Oklahoma,N
1950,6,0,WSC,Warren,Cartier,NULL,North Carolina State,N
1950,6,0,roc,John,Givens,NULL,Western Kentucky,N
1950,6,0,tri,Bob,Anderson,NULL,Loyola (MD),N
1950,6,0,syr,Mack,Suprunowicz,NULL,Michigan,N
1950,6,0,Nyk,Don,Parsons,NULL,Rutgers,N
1950,6,0,phi,Dick,Dallmer,NULL,Cincinnati,N
1950,6,0,MIE,Wayne,Glasgow,NULL,Oklahoma,N
1950,6,0,Ftw,Bob,Metcalf,NULL,Valparaiso,N
1950,6,0,INI,Ralph,OBrien,OBriRa01 ,Butler,N
1950,6,0,CH1,Stu,Inman,NULL,San Jose State,N
1950,6,0,ba1,Rick,Harman,NULL,Kansas State,N
1950,6,0,Bos,Fran,Mahoney,MahonFr01,Brown,N
1950,7,0,Bos,Dale,Barnstable,NULL,Kentucky,N
1950,7,0,ba1,Frank,Comerford,NULL,La Salle,N
1950,7,0,CH1,Milt,Whitehead,NULL,Nebraska,N
1950,7,0,INI,Leon,Blevins,BleviLe01,Arizona,N
1950,7,0,Ftw,Ed,Jones,NULL,Tennessee,N
1950,7,0,MIE,Joe,Hutton,HuttoJo01,Hamline,N
1950,7,0,phi,Charles,Northup,NULL,Siena,N
1950,7,0,Nyk,Dan,Bagley,NULL,Notre Dame,N
1950,7,0,syr,Lou,Arko,NULL,Akron,N
1950,7,0,tri,Bill,Erickson,NULL,Illinois,N
1950,7,0,roc,Dan,Kahler,NULL,Southwestern (KS),N
1950,7,0,WSC,Jim,Cathcart,NULL,Arkansas,N
1950,8,0,WSC,Joe,Greenbach,NULL,Santa Clara,N
1950,8,0,roc,Carl,Kraushaar,NULL,UCLA,N
1950,8,0,tri,Loy,Doty,NULL,Wyoming,N
1950,8,0,syr,Bob,Healey,NULL,Georgia,N
1950,8,0,Nyk,Charles,Hope,NULL,Appalachian,N
1950,8,0,phi,Brooks,Ricca,NULL,Villanova,N
1950,8,0,MIE,Newt,Benson,NULL,River Falls Teachers,N
1950,8,0,Ftw,Billy,Adcock,NULL,Vanderbilt,N
1950,8,0,INI,Jerry,Stuteville,NULL,Indiana,N
1950,8,0,CH1,George,King,KingGe01 ,Morris Harvey,N
1950,8,0,ba1,George,Bush,NULL,Toledo,N
1950,8,0,Bos,Frank,Oftring,NULL,Holy Cross,N
1950,9,0,Bos,Bob,Cope,NULL,Montana,N
1950,9,0,ba1,Jack,Laub,NULL,Cincinnati,N
1950,9,0,CH1,John,Brown,NULL,Georgetown,N
1950,9,0,INI,Gene,Schmidt,NULL,Texas Christian,N
1950,9,0,Ftw,Al,Henningsen,NULL,NW Missouri,N
1950,9,0,MIE,Jim,Reilly,NULL,Swarthmore,N
1950,9,0,phi,Joe,Kaufman,NULL,New York University,N
1950,9,0,Nyk,Don,Heathington,NULL,Baylor,N
1950,9,0,syr,Bob,Savage,NULL,Syracuse,N
1950,9,0,tri,Nate,DeLong,DeLonNa01,River Falls Teachers,N
1950,9,0,roc,Warren,Switzer,NULL,Rice,N
1950,9,0,WSC,Earl,Lloyd,LloydEa01,West Virginia State,N
1950,10,0,WSC,Joe,Noertker,NULL,Virginia,N
1950,10,0,roc,Harry,Foley,NULL,Niagara,N
1950,10,0,tri,Keith,Bloom,NULL,Wyoming,N
1950,10,0,syr,Glenn,Wilkes,NULL,Mercer,N
1950,10,0,phi,Bernie,Adams,NULL,Princeton,N
1950,10,0,MIE,Andy,Butchko,NULL,Purdue,N
1950,10,0,INI,Colin,Anderson,NULL,Georgia Tech,N
1950,10,0,CH1,Bud,Schaeffer,NULL,Wheaton,N
1950,10,0,ba1,Mike,Zedalis,NULL,Loyola (MD),N
1950,10,0,Bos,Matt,Forman,FormaMa01,Holy Cross,N
1950,11,0,INI,Jimmy,Doyle,NULL,Butler,N
1950,11,0,phi,Leo,Wolfe,NULL,Villanova,N
1950,12,0,phi,Ed,Montgomery,NULL,Tennessee,N
1951,1,1,ba1,Gene,Melchiorre,NULL,Bradley,N
1951,1,2,TRI,Mel,Hutchins,HutchMe01,Brigham Young,N
1951,1,3,INI,Marcus,Freiberger,NULL,Oklahoma,N
1951,1,4,FtW,Zeke,Sinicola,SinicZe01,Niagara,N
1951,1,5,Syr,John,McConathy,McConJo01,NW Louisiana,N
1951,1,6,NYK,Ed,Smith,SmithEd01,Harvard,N
1951,1,7,Bos,Ernie,Barrett,BarreEr01,Kansas State,N
1951,1,8,ROC,Sam,Ranzino,RanziSa01,North Carolina State,N
1951,1,9,PH1,Don,Sunderlage,SundeDo01,Illinois,N
1951,1,10,MIE,Whitey,Skoog,SkoogWh01,Minnesota,N
1951,2,1,ba1,Jack,Stone,NULL,Kansas State,N
1951,2,2,TRI,Bill,Gossett,NULL,Colorado A&M,N
1951,2,3,INI,Scotty,Steagall,NULL,Millikin,N
1951,2,4,FtW,Jack,Kiley,KileyJa01,Syracuse,N
1951,2,5,Syr,Don,Savage,SavagDo01,LeMoyne,N
1951,2,6,NYK,Roland,Minson,NULL,Brigham Young,N
1951,2,7,Bos,Bill,Garrett,GarreBi01,Indiana,N
1951,2,8,ROC,Ray,Ragelis,RagelRa01,Northwestern,N
1951,2,9,PH1,Mel,Payton,PaytoMe01,Tulane,N
1951,2,10,MIE,Lew,Hitch,HitchLe01,Kansas State,N
1951,3,1,ba1,Bill,Mann,NULL,Bradley,N
1951,3,2,TRI,Ron,Bontemps,NULL,Beloit,N
1951,3,3,INI,Glenn,Kammeyer,NULL,Central Missouri State,N
1951,3,4,FtW,Jake,Fendley,FendlJa01,Northwestern,N
1951,3,5,Syr,Bato,Govedarica,GovedBa01,DePaul,N
1951,3,6,NYK,Joe,Luchi,NULL,Cincinnati,N
1951,3,7,Bos,John,Furlong,NULL,Pepperdine,N
1951,3,8,ROC,Fred,Diute,DiuteFr01,St. Bonaventure,N
1951,3,9,PH1,Bob,Schloss,NULL,Georgia,N
1951,3,10,MIE,Bob,Payne,NULL,Oregon State,N
1951,4,1,ba1,Bill,Hagler,NULL,California,N
1951,4,2,TRI,Jim,Slaughter,SlaugJi01,South Carolina,N
