draft_year,draft_round,selection,team,firstname,lastname,ilkid,draft_from,leag
1973,7,0,sdq,Nate,Stevens,NULL,Long Beach State,A
1973,7,0,sas,Jeff,Overhouse,NULL,Texas A&M,A
1973,7,0,sas,Richie,Fuqua,NULL,Oral Roberts,A
1973,7,0,vir,Rubin,Montanez,NULL,Duquesne,A
1973,7,0,vir,Darryl,Brown,NULL,Maryland,A
1973,7,0,uts,JG,Brosterhos,NULL,Texas,A
1973,7,0,uts,Robert,White,NULL,Sam Houston State,A
1973,7,1,PHI,James,Greene,NULL,Kentucky Wesleyan,N
1973,7,2,POR,Larry,Hollyfield,NULL,UCLA,N
1973,7,3,BUF,Tim,Bassett,BasseTi01,Georgia,N
1973,7,4,Sea,Jim,Andrews,NULL,Kentucky,N
1973,7,5,CLE,Larry,Farmer,NULL,UCLA,N
1973,7,6,HOU,Fred,DeVaughn,NULL,Westmont,N
1973,7,7,KCK,Mike,Jeffries,NULL,Missouri,N
1973,7,8,PHO,Jerry,Bisbano,NULL,SW Louisiana,N
1973,7,9,Det,Fred,Smiley,NULL,Northwood Michigan,N
1973,7,10,Atl,Pete,Harris,NULL,Stephen F. Austin,N
1973,7,11,GSW,Steve,Smith,NULL,Loyola (CA),N
1973,7,12,Chi,Billy,Harris,HarriBi01,Northern Illinois,N
1973,7,13,Cap,Rod,Hogue,NULL,Georgia,N
1973,7,14,NYK,Mike,Moore,NULL,Manhattan,N
1973,7,15,LAL,Nate,Hawthorne,HawthNa01,Southern Illinois,N
1973,7,16,Mil,Eddie,Childress,NULL,Austin Peay,N
1973,7,17,Bos,Mike,Stewart,NULL,Santa Clara,N
1973,8,0,CAR,Terrance,Murchinson,NULL,Fayetteville,A
1973,8,0,CAR,Steve,Becker,NULL,Yankton (SD),A
1973,8,0,DEN,Gary,Rhoades,NULL,Colorado State,A
1973,8,0,mmt,Jim,Crawford,NULL,LaSalle,A
1973,8,0,mmt,Rod,Freeman,FreemRo01,Vanderbilt,A
1973,8,0,KEN,James,Greene,NULL,Kentucky Wesleyan,A
1973,8,0,IND,Mike,Edwards,NULL,Tennessee,A
1973,8,0,nyn,Gene,Doyle,NULL,Holy Cross,A
1973,8,0,sas,Henry,Wilmore,NULL,Michigan,A
1973,8,0,sas,Tim,Dominiz,NULL,Valdosta,A
1973,8,0,sdq,Chris,McMurray,NULL,San Diego State,A
1973,8,0,sdq,Wayne,Pack,PackWa01 ,Tennessee Tech,A
1973,8,0,uts,Gary,Watson,NULL,Wisconsin,A
1973,8,0,uts,Mike,Williams,NULL,Kentucky Wesleyan,A
1973,8,0,vir,Linwood,Johnson,NULL,Virginia State (redshirt),A
1973,8,0,vir,Walter,McGary,NULL,Tennessee,A
1973,8,1,PHI,Dave,Langston,NULL,Drake,N
1973,8,2,BUF,Carl,Jackson,NULL,St. Bonaventure,N
1973,8,3,POR,Lendell,Resson,NULL,Eastern Michigan,N
1973,8,4,Sea,Wardell,Jeffries,NULL,Oklahoma Baptist,N
1973,8,5,CLE,John,Ritter,NULL,Indiana,N
1973,8,6,HOU,John,Thomas,NULL,Missouri Southern,N
1973,8,7,KCK,Mike,Williams,NULL,Kentucky Wesleyan,N
1973,8,8,PHO,Jim,Owens,OwensJi01,Arizona State,N
1973,8,9,Det,Ben,Kelso,KelsoBe01,Central Michigan,N
1973,8,10,Atl,Tim,Dominey,NULL,Valdosta State,N
1973,8,11,GSW,Jeff,Dawson,NULL,Illinois,N
1973,8,12,Chi,JG,Brosterhos,NULL,Texas,N
1973,8,13,Cap,Mark,Jellison,NULL,Northeastern,N
1973,8,14,NYK,Steve,Rowell,NULL,Rhode Island,N
1973,8,15,Mil,Walt,McGrary,NULL,Tennessee-Chattanooga,N
1973,8,16,LAL,Roy,McPipe,McPipRo01,Eastern Montana,N
1973,8,17,Bos,Robert,White,NULL,Sam Houston State,N
1973,9,0,CAR,Abe,Stewart,NULL,Jacksonville,A
1973,9,0,DEN,Connie,Warren,NULL,Xavier,A
1973,9,0,mmt,Charles,Mitchell,NULL,Eastern Kentucky,A
1973,9,0,mmt,Rick,Williams,NULL,Iowa,A
1973,9,0,KEN,John,Johnson,NULL,Denver (redshirt),A
1973,9,0,IND,Robert,Wilson,NULL,Wichita State (redshirt),A
1973,9,0,nyn,Russ,Hunt,NULL,Furman,A
1973,9,0,sdq,Fred,DeVaughn,NULL,Western Montana,A
1973,9,0,sdq,Clint,Harris,NULL,Iowa State,A
1973,9,0,sas,Bill,Harris,HarriBi01,Northern Illinois,A
1973,9,0,sas,Mark,Sibley,SibleMa01,Northwestern,A
1973,9,0,vir,Phil,Chenier,CheniPh01,California,A
1973,9,0,uts,Roy,McPipe,NULL,Eastern Montana,A
1973,9,0,uts,Larry,Davis,NULL,Centenary,A
1973,9,1,PHI,Harvey,Catchings,CatchHa01,Hardin-Simmons,N
1973,9,2,POR,Mike,Contreras,NULL,Arizona State,N
1973,9,3,BUF,Bob,Fullerton,NULL,Xavier (OH),N
1973,9,4,Sea,Greg,Williams,NULL,Seattle,N
1973,9,5,CLE,Les,Taylor,NULL,Murray State,N
1973,9,6,KCK,James,Brown,NULL,Dartmouth,N
1973,9,7,PHO,Sandy,Smith,NULL,Winston-Salem,N
1973,9,8,Det,Bill,Kelgore,NULL,Michigan State,N
1973,9,9,GSW,Everett,Fopma,NULL,Idaho State,N
1973,9,10,Chi,Rubin,Montanez,NULL,Duquesne,N
1973,9,11,Cap,Mike,Boylan,NULL,Assumption,N
1973,9,12,NYK,Joe,Wise,NULL,Bridgewater State,N
1973,9,13,Mil,Bob,Bocca,NULL,Quinnipiac,N
1973,9,14,Bos,Corky,Taylor,NULL,Minnesota,N
1973,10,0,CAR,Gerald,Smith,NULL,Detroit,A
1973,10,0,DEN,Jeff,Dawson,NULL,Illinois (redshirt),A
1973,10,0,mmt,Joe,Wise,NULL,Bridgewater State (MA),A
1973,10,0,mmt,Chuck,Iverson,NULL,South Dakota,A
1973,10,0,KEN,Mike,Macaluso,MacalMi01,Canisius,A
1973,10,0,IND,Byron,Jones,NULL,San Francisco,A
1973,10,0,nyn,Gene,Armstead,NULL,Rutgers,A
1973,10,0,sas,Larry,Lilly,NULL,Alabama State,A
1973,10,0,sas,Bob,Bodell,NULL,Maryland,A
1973,10,0,sdq,Nick,Connor,NULL,Illinois,A
1973,10,0,uts,Ben,Kelso,KelsoBe01,Central Michigan,A
1973,10,0,uts,Melvin,Russell,NULL,Centenary,A
1973,10,0,vir,Joe,Cafferky,NULL,North Carolina State,A
1973,10,1,PHI,Abe,Steward,NULL,Jacksonville,N
1973,10,2,BUF,Nick,Connor,NULL,Illinois,N
1973,10,3,POR,Sam,Whitehead,NULL,Oregon State,N
1973,10,4,Sea,Bob,Bodell,NULL,Maryland,N
1973,10,5,CLE,Dean,Martin,NULL,Baldwin-Wallace,N
1973,10,6,KCK,Ernie,Kusyner,NULL,Kansas State,N
1973,10,7,PHO,Claude,White,NULL,Elmhurst,N
1973,10,8,Det,Bob,Solomon,NULL,Wayne State,N
1973,10,9,GSW,Fred,Lavoroni,NULL,Santa Clara,N
1973,10,10,Chi,Russ,Hunt,NULL,Furman,N
1973,10,11,Cap,Dick,Kelly,NULL,Bay College,N
1973,10,12,NYK,Ed,Fields,NULL,C.W. Post,N
1973,10,13,Mil,Ron,Battle,NULL,Sam Houston State,N
1973,10,14,Bos,Steve,Turner,NULL,Vanderbilt,N
1973,11,0,mmt,Reed,Johnson,NULL,Oklahoma Christian,A
1973,11,0,sas,Leon,Howard,NULL,Wisconsin,A
1973,11,0,uts,Nate,Hawthorne,HawthNa01,Southern Illinois,A
1973,11,1,PHI,Rod,Freeman,FreemRo01,Vanderbilt,N
1973,11,2,POR,Ed,Payne,NULL,Wake Forest,N
1973,11,3,BUF,Mike,Lee,NULL,Syracuse,N
1973,11,4,CLE,Floyd,Lewis,NULL,Harvard,N
1973,11,5,PHO,Lynn,Greer,NULL,Virginia State,N
1973,11,6,Det,Len,Paul,NULL,Akron,N
1973,11,7,Cap,Dale,Adams,NULL,St. Mary's (MD),N
1973,11,8,NYK,Charles,Edge,EdgeCh01 ,LeMoyne-Owen,N
1973,11,9,Bos,Ed,Hastings,NULL,Villanova,N
1973,12,0,mmt,Greg,Juricisin,NULL,Cincinnati,A
1973,12,0,sas,Jeff,Jellison,NULL,N.E. Massachusetts,A
1973,12,0,uts,John,Thomas,NULL,Mississippi Southern,A
1973,12,1,PHI,Connie,Warren,NULL,Xavier (OH),N
1973,12,2,BUF,Aaron,Covington,NULL,Canisius,N
1973,12,3,POR,Rick,Holdt,NULL,North Carolina State,N
1973,12,4,CLE,Chris,McMurray,NULL,San Diego State,N
1973,12,5,PHO,Lyman,Williamson,NULL,Samford,N
1973,12,6,Det,Clarence,Carlisle,NULL,Ferris State,N
1973,12,7,Cap,Mike,Battle,NULL,George Washington,N
1973,12,8,Bos,Bruce,Winkler,NULL,Santa Clara,N
1973,13,0,uts,Gary,Black,NULL,Rocky Mountain,A
1973,13,1,PHI,Jim,Crawford,NULL,La Salle,N
1973,13,2,BUF,Bob,Vartanian,NULL,Buffalo,N
1973,13,3,CLE,John,Pennebacker,NULL,Hawaii,N
1973,13,4,PHO,Kalevi,Sarkalahti,NULL,Brigham Young,N
1973,13,5,Cap,Chester,Davis,NULL,Morgan State,N
1973,13,6,Bos,Scott,Koelzer,NULL,Montana State,N
1973,14,0,uts,Sam,Whitehead,NULL,Sam Houston State,A
1973,14,1,PHI,Ernie,Johnson,NULL,Michigan,N
1973,14,2,BUF,Ron,Gilliam,NULL,Brockport,N
1973,14,3,CLE,Charles,Mitchell,NULL,Eastern Kentucky,N
1973,14,4,Cap,Howard,White,NULL,Maryland,N
1973,14,5,Bos,Rick,Williams,NULL,Iowa,N
1973,15,0,uts,Harvey,Catchings,CatchHa01,Hardin,A
1973,15,1,PHI,Lionel,Harris,NULL,Cincinnati,N
1973,15,2,BUF,John,Fraley,NULL,Georgia,N
1973,15,3,CLE,Reese,Stovall,NULL,Pan American,N
1973,15,4,Cap,Shorty,Simmons,NULL,St. Mary's (MD),N
1973,15,5,Bos,James,Gilchrist,NULL,Florida Southern,N
1973,16,1,PHI,Larry,Robinson,NULL,Tennessee,N
1973,16,2,BUF,John,Green,NULL,Oregon,N
1973,16,3,CLE,Tom,OConnor,NULL,Iowa,N
1973,16,4,Bos,Sam,Barber,NULL,Bethune Cookman,N
1973,17,1,PHI,Tony,Prince,NULL,St. John's,N
1973,17,2,BUF,James,Garvin,GarviJi01,Boston University,N
1973,17,3,CLE,Phil,Elderkin,NULL,Boston University,N
1973,17,4,Bos,Lamont,King,NULL,Long Beach State,N
1973,18,1,BUF,Don,Johnston,NULL,North Carolina,N
1973,18,2,Bos,Peter,Gavitt,NULL,Maine,N
1973,19,1,BUF,Ron,Thornson,NULL,British Columbia,N
1973,19,2,Bos,Tom,Austin,NULL,Massachusetts,N
1973,20,1,BUF,Phil,Tollestrop,NULL,Brigham Young,N
1974,1,0,CAR,John,Lucas,LucasJo01,Maryland,A
1974,1,0,CAR,Pete,Maravich,MaravPe02,Atlanta,A
1974,1,0,DEN,James,Williams,NULL,Austin Peay,A
1974,1,0,DEN,Nate,Thurmond,ThurmNa01,Golden State,A
1974,1,0,mmt,Rick,Roberson,RoberRi01,Portland,A
1974,1,0,mmt,Scott,Wedman,WedmaSc01,Colorado,A
1974,1,0,KEN,Jim,Price,PriceJi01,Los Angeles,A
1974,1,0,IND,Clifford,Ray,RayCl01  ,Chicago,A
1974,1,0,IND,Billy,Knight,KnighBi01,Pittsburgh,A
1974,1,0,nyn,Phil,Chenier,CheniPh01,Capitol,A
1974,1,0,nyn,Brian,Winters,WinteBr01,South Carolina,A
1974,1,0,sdq,Cazzie,Russell,RusseCa01,Golden State,A
1974,1,0,sas,Tom,Boerwinkle,BoerwTo01,Chicago,A
1974,1,0,sdq,Major,Jones,JonesMa01,Albany State (GA),A
1974,1,0,sdq,Cliff,Pondexter,PondeCl01,Long Beach State,A
1974,1,0,vir,Bob,Kauffman,KauffBo01,Buffalo,A
1974,1,0,vir,Tom,McMillen,McMilTo01,Maryland,A
1974,1,0,vir,Jan,van Breda Kloff,vanBrJa01,Vanderbilt,A
1974,1,0,uts,Bob,Christian,ChrisBo01,Phoenix,A
1974,1,0,uts,Joe,Meriweather,MeriwJo01,Southern Illinois,A
1974,1,1,POR,Bill,Walton,WaltoBi01,UCLA,N
1974,1,2,PHI,Marvin,Barnes,BarneMa01,Providence,N
1974,1,3,Sea,Tom,Burleson,BurleTo01,North Carolina State,N
1974,1,4,PHO,John,Shumate,ShumaJo01,Notre Dame,N
1974,1,5,HOU,Bobby,Jones,JonesBo01,North Carolina,N
1974,1,6,KCK,Scott,Wedman,WedmaSc01,Colorado,N
1974,1,7,Atl,Tom,Henderson,HendeTo01,Hawaii,N
1974,1,8,CLE,Campy,Russell,RusseCa02,Michigan,N
1974,1,9,BUF,Tom,McMillen,McMilTo01,Maryland,N
1974,1,10,Atl,Mike,Sojourner,SojouMi01,Utah,N
1974,1,11,GSW,Keith,Wilkes,Wilkeja01,UCLA,N
1974,1,12,LAL,Brian,Winters,WinteBr01,South Carolina,N
1974,1,13,WA1,Len,Elmore,ElmorLe01,Maryland,N
1974,1,14,Chi,Maurice,Lucas,LucasMa01,Marquette,N
1974,1,15,Det,Al,Eberhard,EberhAl01,Missouri,N
1974,1,16,Chi,Cliff,Pondexter,PondeCl01,Long Beach State,N
1974,1,17,Bos,Glenn,McDonald,McDonGl01,Long Beach State,N
1974,1,18,Mil,Gary,Brokaw,BrokaGa01,Notre Dame,N
1974,2,0,mmt,Clarence,Walker,NULL,West Georgia State,A
1974,2,0,mmt,Norm,Van Lier,VanLiNo01,Chicago,A
1974,2,0,KEN,Greg,Smith,SmithGr01,Portland,A
1974,2,0,KEN,Al,Eberhard,EberhAl01,Missouri,A
1974,2,0,IND,Bruce,King,NULL,Pan American,A
1974,2,0,IND,Bill,Bradley,BradlBi01,New York,A
1974,2,0,CAR,Henry,Bibby,BibbyHe01,New York,A
1974,2,0,CAR,Gus,Gerard,NULL,Virginia,A
1974,2,0,DEN,Tom,Van Arsdale,VanArTo01,Philadelphia,A
1974,2,0,DEN,Frank,Kendrick,KendrFr01,Purdue,A
1974,2,0,uts,Len,Kosmalski,KosmaLe01,Tennessee,A
1974,2,0,uts,Geoff,Petrie,PetriGe01,Portland,A
1974,2,0,vir,Jesse,Dark,DarkJe01 ,Virginia Commonwealth,A
1974,2,0,vir,George,Johnson,JohnsGe01,Golden State,A
1974,2,0,nyn,Dave,Cowens,CowenDa01,Boston,A
1974,2,0,nyn,Rich,Kelley,KelleRi01,Stanford,A
1974,2,0,sdq,Gus,Bailey,BaileGu01,Texas,A
1974,2,0,sas,Clyde,Lee,LeeCl01  ,Golden State,A
1974,2,0,sdq,Sidney,Wicks,WicksSi01,Portland,A
1974,2,0,sas,Leonard,Robinson,NULL,Tennessee State,A
1974,2,1,PHI,Don,Smith,SmithDo02,Dayton,N
1974,2,2,POR,Jan,van breda kolff,vanbrJa01,Vanderbilt,N
1974,2,3,LAL,Billy,Knight,KnighBi01,Pittsburgh,N
1974,2,4,WA1,Truck,Robinson,RobinTr01,Tennessee State,N
1974,2,5,HOU,Gus,Bailey,BaileGu01,Texas-El Paso,N
1974,2,6,KCK,Len,Kosmalski,KosmaLe01,Tennessee,N
1974,2,7,Atl,John,Drew,DrewJo01 ,Gardner-Webb,N
1974,2,8,Sea,Leonard,Gray,GrayLe01 ,Long Beach State,N
1974,2,9,Chi,Leon,Benbow,BenboLe01,Jacksonville,N
1974,2,10,NOJ,Aaron,James,JamesAa01,Grambling,N
1974,2,11,GSW,Phil,Smith,SmithPh01,San Francisco,N
1974,2,12,WA1,Dennis,DuVal,DuValDe01,Syracuse,N
1974,2,13,PHO,Fred,Saunders,SaundFr01,Syracuse,N
1974,2,14,NYK,Jesse,Dark,DarkJe01 ,Virginia Commonwealth,N
1974,2,15,Det,Eric,Money,MoneyEr01,Arizona,N
1974,2,16,POR,Phil,Lumpkin,LumpkPh01,Miami (OH),N
1974,2,17,Bos,Kevin,Stacom,StacoKe01,Providence,N
1974,2,18,POR,Rubin,Collins,NULL,Maryland-Eastern Shore,N
1974,3,0,nyn,Jerry,Sloan,SloanJe01,Chicago,A
1974,3,0,nyn,Tom,Boswell,BosweTo01,South Carolina,A
1974,3,0,sas,Collis,Temple,TemplCo01,Louisiana State,A
1974,3,0,sdq,Curtis,Rowe,RoweCu01 ,Detroit:,A
1974,3,0,sas,Neal,Walk,WalkNe01 ,Phoenix,A
1974,3,0,vir,Dick,Snyder,SnydeDi01,Seattle,A
1974,3,0,vir,Lionel,Billingy,BilliLi01,Duquesne,A
1974,3,0,uts,Howard,Porter,PorteHo01,Chicago,A
1974,3,0,uts,Moses,Malone,MalonMo01,Petersburg HS (VA),A
1974,3,0,uts,Aaron,James,JamesAa01,Grambling,A
1974,3,0,uts,Tom,Barker,BarkeTo01,Southern Idaho,A
1974,3,0,CAR,Phil,Jackson,JacksPh01,New York,A
1974,3,0,DEN,Mike,Sojourner,SojouMi01,Utah,A
1974,3,0,DEN,Don,Adams,NULL,Detroit,A
1974,3,0,mmt,Len,Wilkens,WilkeLe01,Cleveland,A
1974,3,0,mmt,Bob,Wilson,NULL,Iowa State,A
1974,3,0,KEN,Sammy,High,NULL,Tulsa,A
1974,3,0,KEN,Rowland,Garrett,GarreRo01,Chicago,A
1974,3,0,IND,Mel,Counts,CountMe01,Los Angeles,A
1974,3,0,IND,Roland,Grant,NULL,New Mexico State,A
1974,3,1,PHI,Coniel,Norman,NormaCo01,Arizona,N
1974,3,2,CLE,Clarence,Walker,WALKEFO01,West Georgia,N
1974,3,3,CLE,Kevin,Restani,RestaKe01,San Francisco,N
1974,3,4,PHO,George,Gervin,GerviGe01,Eastern Michigan,N
1974,3,5,HOU,Robert,Wilson,NULL,Iowa State,N
1974,3,6,PHI,Harvey,Catchings,CatchHa01,Hardin-Simmons,N
1974,3,7,Atl,Darrell,Elston,ElstoDa01,North Carolina,N
1974,3,8,Sea,Talvin,Skinner,SkinnTa01,Maryland-Eastern Shore,N
1974,3,9,BUF,Kim,Hughes,HugheKi01,Wisconsin,N
1974,3,10,NOJ,Bruce,King,NULL,Pan American,N
1974,3,11,GSW,Frank,Kendrick,KendrFr01,Purdue,N
1974,3,12,LAL,Jim,Bradley,BradlJi01,Northern Illinois,N
1974,3,13,PHO,Earl,Williams,WilliEa01,Winston-Salem,N
1974,3,14,NYK,Rudy,Jackson,NULL,Hutchinson JC,N
1974,3,15,Det,Roland,Grant,NULL,New Mexico State,N
1974,3,16,Chi,Bobby,Wilson,NULL,Wichita State,N
1974,3,17,Bos,Roscoe,Pondexter,NULL,Long Beach State,N
1974,3,18,Mil,Greg,McDougald,NULL,Oral Roberts,N
1974,4,0,mmt,Glenn,McDonald,McDonGl01,Long Beach State,A
1974,4,0,mmt,Paul,Silas,SilasPa01,Boston,A
1974,4,0,IND,Pat,Riley,RileyPa01,Los Angeles,A
1974,4,0,KEN,Herm,Gilliam,GilliHe01,Atlanta,A
1974,4,0,KEN,Lloyd,Batts,BattsLl01,Cincinnati,A
1974,4,0,CAR,Paul,Westphal,WestpPa01,Boston,A
1974,4,0,CAR,Darrell,Elston,ElstoDa01,North Carolina,A
1974,4,0,DEN,Rick,Adelman,AdelmRi01,Chicago,A
1974,4,0,DEN,Coniel,Norman,NormaCo01,Arizona,A
1974,4,0,nyn,Jim,Fox,FoxJi01  ,Seattle,A
1974,4,0,nyn,Talvin,Skinner,SkinnTa01,Maryland Eastern Shore,A
1974,4,0,sas,Steve,Kuberski,KuberSt01,Boston,A
1974,4,0,sdq,Richie,OConnor,NULL,Fairfield,A
1974,4,0,sdq,Gale,Goodrich,GoodrGa01,Los Angeles,A
1974,4,0,sas,Fred,Saunders,SaundFr01,Syracuse,A
1974,4,0,sas,Kim,Hughes,HugheKi01,Wisconsin,A
1974,4,0,uts,Sam,McCants,NULL,Oral Roberts,A
1974,4,0,uts,Rudy,Tomjanovich,TomjaRu01,Houston,A
1974,4,0,vir,Lermon,Battle,NULL,Fairmont State,A
1974,4,0,vir,Calvin,Murphy,MurphCa01,Houston,A
1974,4,1,PHI,Butch,Taylor,NULL,Jacksonville,N
1974,4,2,POR,Mickey,Johnson,JohnsMi01,Aurora,N
1974,4,3,CLE,Jim,Foster,FosteJi01,Connecticut,N
1974,4,4,PHO,Randy,Allen,NULL,Indiana (PA),N
1974,4,5,HOU,Larry,Robinson,NULL,Texas,N
1974,4,6,KCK,Lloyd,Batts,BattsLl01,Cincinnati,N
1974,4,7,Atl,Ed,Palubinskas,NULL,Louisiana State,N
1974,4,8,Sea,William,Gordon,NULL,Maryland-Eastern Shore,N
1974,4,9,BUF,Bernard,Harris,HarriBe01,Virginia Commonwealth,N
1974,4,10,NOJ,Ray,Price,NULL,Washington,N
1974,4,11,GSW,Willie,Biles,NULL,Tulsa,N
1974,4,12,WA1,Stan,Washington,WashiSt01,San Diego,N
1974,4,13,LAL,Ron,de vries,NULL,Illinois State,N
1974,4,14,NYK,Roy,Ebron,EbronRo01,SW Louisiana,N
1974,4,15,Det,Mickey,Martin,NULL,Pittsburgh,N
1974,4,16,Chi,Jim,Forbes,NULL,Texas-El Paso,N
1974,4,17,Bos,Lerman,Battle,NULL,Fairmont State,N
1974,4,18,Mil,Lionel,Billingly,BilliLi01,Duquesne,N
1974,5,0,mmt,Dave,DeBusschere,DeBusDa01,New York,A
1974,5,0,mmt,Tyrone,Medley,NULL,Utah,A
1974,5,0,KEN,Seymour,Reed,NULL,Bradley,A
1974,5,0,KEN,Larry,Steele,SteelLa01,Portland,A
1974,5,0,IND,Jim,Davis,DavisJi01,Detroit,A
1974,5,0,IND,Eddie,Woods,NULL,Oral Roberts,A
1974,5,0,CAR,Mickey,Johnson,JohnsMi01,Aurora (IL),A
1974,5,0,CAR,Jeff,Mullins,MulliJe01,Golden State,A
1974,5,0,DEN,Bernard,Hardin,NULL,New Mexico,A
1974,5,0,DEN,Lou,Hudson,NULL,Atlanta,A
1974,5,0,vir,Barry,Clemens,NULL,Cleveland,A
1974,5,0,vir,Bernard,Harris,HarriBe01,Virginia Commonwealth,A
1974,5,0,uts,Bob,McAdoo,McAdoBo01,Buffalo,A
1974,5,0,uts,Steve,Brooks,NULL,Arkansas State,A
1974,5,0,sas,Eugene,Short,Shortge01,Jackson State,A
1974,5,0,sdq,Connie,Hawkins,HawkiCo01,Los Angeles,A
1974,5,0,sdq,Greg,Lee,LeeGr01  ,UCLA,A
1974,5,0,sas,Lloyd,Neal,NealLl01 ,Portland,A
1974,5,0,nyn,Garfield,Heard,HeardGa01,Buffalo,A
1974,5,0,nyn,Eric,Fernsten,FernsEr01,San Francisco,A
1974,5,1,PHI,Gary,Crowthers,NULL,Hardin-Simmons,N
1974,5,2,POR,Bernard,Hardin,NULL,New Mexico,N
1974,5,3,CLE,Gary,Novak,NULL,Notre Dame,N
1974,5,4,PHO,Ralph,Bobik,NULL,Creighton,N
1974,5,5,HOU,Owen,Wells,WellsOw01,Detroit,N
1974,5,6,KCK,Terry,Compton,NULL,Vanderbilt,N
1974,5,7,Atl,Tyrone,Medley,NULL,Utah,N
1974,5,8,Sea,Dean,Tolson,TolsoDe01,Arkansas,N
1974,5,9,BUF,Tony,Byers,NULL,Wake Forest,N
1974,5,10,NOJ,Ed,Searcy,SearcEd01,St. John's,N
1974,5,11,GSW,Steve,Erickson,NULL,Oregon,N
1974,5,12,LAL,Seymour,Reed,NULL,Bradley,N
1974,5,13,WA1,Gary,Anderson,NULL,Washington,N
1974,5,14,NYK,Greg,Jackson,JacksGr01,Guilford,N
1974,5,15,Det,Joe,Newman,NULL,Temple,N
1974,5,16,Chi,Randy,Knowles,NULL,Texas A&M,N
1974,5,17,Bos,Ben,Clyde,ClydeBe01,Florida State,N
1974,5,18,Mil,John,Johnson,NULL,Denver,N
1974,6,0,mmt,Wolfgang,Fengler,NULL,Delaware,A
1974,6,0,KEN,Bill,Ligon,LigonBi01,Vanderbilt,A
1974,6,0,IND,Ron,DeVries,NULL,Illinois State,A
1974,6,0,CAR,Gary,Novak,NULL,Notre Dame,A
1974,6,0,CAR,Harvey,Catchings,CatchHa01,Hardin Simmons,A
1974,6,0,DEN,Luther,Burden,BurdeLu01,Utah,A
1974,6,0,vir,Phil,Lumpkin,LumpkPh01,Miami (OH),A
1974,6,0,sdq,Richard,Wallace,NULL,Georgia Southern,A
1974,6,0,sas,Gary,Anderson,NULL,Wisconsin,A
1974,6,0,nyn,Gary,Brokaw,BrokaGa01,Notre Dame,A
1974,6,1,PHI,Mark,Westra,NULL,Southern California,N
1974,6,2,POR,Dan,Anderson,AnderDa02,Southern California,N
1974,6,3,CLE,Aron,Stewart,NULL,Richmond,N
1974,6,4,PHO,Collis,Temple,TemplCo01,Louisiana State,N
1974,6,5,HOU,Lawrence,Johnson,NULL,Prairie View,N
1974,6,6,KCK,Ron,Kennedy,NULL,Arizona,N
1974,6,7,Atl,Sam,Hervey,NULL,Southern Methodist,N
1974,6,8,Sea,Wardell,Jackson,JacksWa01,Ohio State,N
1974,6,9,BUF,Gary,Link,NULL,Missouri,N
1974,6,10,NOJ,Lawrence,McCray,NULL,Florida State,N
1974,6,11,GSW,John,Errecart,NULL,Pacific,N
1974,6,12,WA1,Roy,McPipe,McPipRo01,Eastern Montana,N
1974,6,13,LAL,Billy,Morris,NULL,St. Louis,N
1974,6,14,NYK,Terry,Mikan,NULL,St. Thomas,N
1974,6,15,Det,Mike,Sylvester,NULL,Dayton,N
1974,6,16,Chi,Robert,Rosier,NULL,St. Thomas,N
1974,6,17,Bos,Gene,Harmon,NULL,Creighton,N
1974,6,18,Mil,Larry,Williams,NULL,Kansas State,N
1974,7,0,mmt,Lawrence,Johnson,NULL,Prairie View,A
1974,7,0,KEN,Bill,Butler,NULL,Louisville,A
1974,7,0,IND,Alex,English,EngliAl01,South Carolina,A
1974,7,0,CAR,Jim,Foster,FosteJi01,Connecticut,A
1974,7,0,DEN,Eric,Money,MoneyEr01,Arizona,A
1974,7,0,vir,Earl,Williams,WilliEa01,Winston Salem,A
1974,7,0,uts,Ron,Lee,LeeRo01  ,Oregon,A
1974,7,0,sas,Gerald,Cunningham,NULL,Kentucky State,A
1974,7,0,sdq,Leon,Benbow,BenboLe01,Jacksonville,A
1974,7,0,nyn,Dean,Tolson,TolsoDe01,Arkansas,A
1974,7,1,PHI,Dave,Stoczynski,NULL,Gannon,N
1974,7,2,POR,Doug,Richards,NULL,Brigham Young,N
1974,7,3,CLE,Mike,Robinson,NULL,Michigan State,N
1974,7,4,PHO,Clyde,Dickey,DickeCl01,Boise State,N
1974,7,5,HOU,Kevin,Fitzgerald,NULL,Oklahoma,N
1974,7,6,KCK,Mark,Browne,NULL,Missouri,N
1974,7,7,Atl,Greg,Lee,LeeGr01  ,UCLA,N
1974,7,8,Sea,Jerry,Faulkner,NULL,Western Georgia,N
1974,7,9,BUF,Tommy,Curtis,NULL,UCLA,N
1974,7,10,NOJ,Joel,Copeland,NULL,Old Dominion,N
1974,7,11,GSW,Brady,Allen,NULL,California,N
1974,7,12,LAL,Dennis,van zant,vanzaDe01,Azusa Pacific,N
1974,7,13,WA1,Tom,Turner,NULL,Western Georgia,N
1974,7,14,NYK,Billy,Smith,NULL,Mercer,N
1974,7,15,Det,Sammy,High,NULL,Tulsa,N
1974,7,16,Chi,Geoff,Roberts,NULL,Missouri,N
1974,7,17,Bos,Ron,Brown,NULL,Penn State,N
1974,7,18,Mil,Bob,Hornstein,NULL,West Virginia,N
1974,8,0,mmt,Willie,Biles,NULL,Tulsa,A
1974,8,0,KEN,Len,Coulter,NULL,Morehead State,A
