ilkid,firstname,lastname,leag,gp,minutes,pts,dreb,oreb,reb,asts,stl,blk,turnover,pf,fga,fgm,fta,ftm,tpa,tpm
ABDELAL01 ,Alaa,Abdelnaby,N,17,106,38,17,3,20,3,0,1,11,11,40,18,4,2,0,0
ABDULKA01 ,Kareem,Abdul-jabbar,N,237,8851,5762,833,355,2481,767,150,399,404,787,4422,2356,1419,1050,4,0
ABDULMA01 ,Mahmo,Abdul-rauf,N,15,415,195,18,5,23,35,7,1,22,37,187,69,45,43,49,14
ABDULTA01 ,Tariq,Abdul-wahad,N,13,178,68,24,17,41,11,4,4,4,14,63,24,24,20,3,0
ABDURSH01 ,Shareef,Abdur-rahim,N,6,129,55,21,8,29,7,2,0,13,27,43,23,15,9,3,0
ABERNTO01 ,Tom,Abernethy,N,13,226,68,0,0,42,23,0,0,0,18,54,22,29,24,0,0
ACRESMA01 ,Mark,Acres,N,19,160,37,23,14,37,2,1,1,6,33,27,14,18,9,2,0
ADAMSAL01 ,Alvan,Adams,N,78,2288,1076,209,82,588,320,64,51,109,251,930,440,256,196,0,0
ADAMSDO01 ,Don,Adams,N,22,566,156,0,0,116,45,0,0,0,74,165,63,44,30,0,0
ADAMSDO01 ,Don,Adams,A,10,301,90,0,0,47,46,0,0,0,32,82,35,28,20,0,0
ADAMSGE01 ,George,Adams,A,9,184,80,0,0,34,15,0,0,0,14,66,34,16,12,0,0
AdamsHa01 ,Hassan,Adams,N,6,9,2,1,0,1,0,0,0,0,3,2,1,0,0,0,0
ADAMSMI01 ,Michael,Adams,N,20,679,256,53,14,67,103,32,2,44,41,230,85,60,51,107,35
ADDISRA01 ,Rafael,Addison,N,6,62,22,3,3,6,6,3,0,3,3,28,9,3,3,2,1
ADELMRI01 ,Rick,Adelman,N,21,329,121,0,0,27,39,0,0,0,32,96,43,56,35,0,0
AfflaAr01 ,Arron,Afflalo,N,16,150,39,7,1,8,7,4,2,4,14,39,17,5,3,12,2
AgerMa01  ,Maurice,Ager,N,3,24,15,2,1,3,0,0,0,0,3,9,5,6,3,3,2
AGUIRMA01 ,Mark,Aguirre,N,102,2958,1747,356,181,537,265,71,22,198,281,1435,696,417,310,142,45
AINGEDA01 ,Danny,Ainge,N,193,5038,1902,323,120,443,656,172,19,257,533,1571,717,357,296,432,172
AITCHMA01 ,Matt,Aitch,A,2,4,4,0,0,0,0,0,0,0,0,4,2,0,0,0,0
AKINHE01  ,Henry,Akin,N,2,16,3,0,0,8,0,0,0,0,3,7,1,2,1,0,0
ALARIMA01 ,Mark,Alarie,N,4,45,23,6,0,6,1,2,2,4,9,17,10,2,2,2,1
AldriLa01 ,LaMarcus,Aldridge,N,6,237,117,36,9,45,8,3,10,10,16,104,51,20,14,4,1
ALEXACO01 ,Cory,Alexander,N,9,70,26,5,4,9,9,2,0,6,8,24,10,7,5,5,1
ALEXACO02 ,Courtney,Alexander,N,5,39,18,2,2,4,1,2,0,1,6,16,7,4,3,1,1
ALEXAVI01 ,Victor,Alexander,N,5,27,7,6,1,7,1,2,0,2,8,6,3,1,1,0,0
ALFORST01 ,Steve,Alford,N,13,106,54,5,4,9,15,3,0,5,11,48,20,9,8,17,6
ALLENBO01 ,Bob,Allen,N,3,19,4,0,0,6,0,0,0,0,2,4,0,7,4,0,0
ALLENLU01 ,Lucius,Allen,N,43,1160,506,0,0,133,142,2,1,0,100,450,202,135,102,0,0
ALLENMA01 ,Malik,Allen,N,24,306,82,34,21,55,12,5,16,17,48,92,38,10,6,0,0
ALLENRA02 ,Ray,Allen,N,77,3062,1581,242,87,329,285,88,28,160,183,1200,541,334,302,485,197
ALLENTO01 ,Tony,Allen,N,32,215,48,18,6,24,8,7,2,7,26,42,21,13,6,1,0
ALSTORA01 ,Rafer,Alston,N,56,1494,505,124,15,139,171,56,8,76,105,496,181,89,68,241,75
AMAECJO01 ,John,Amaechi,N,7,47,13,3,1,4,3,3,2,0,6,13,4,8,5,0,0
AmundLo01 ,Louis,Amundson,N,2,10,5,2,5,7,0,0,0,0,2,4,2,2,1,0,0
ANDERAN01 ,Andy,Anderson,A,28,551,224,0,0,60,16,0,0,0,21,215,85,66,54,0,0
ANDERCA01 ,Cadillac,Anderson,N,17,273,77,54,15,69,5,7,12,19,44,65,31,31,15,0,0
ANDERCH01 ,Chris,Andersen,N,20,362,103,74,35,109,11,6,34,10,45,63,37,44,29,1,0
ANDERCL01 ,Cliff,Anderson,N,3,10,4,0,0,1,0,0,0,0,1,5,2,0,0,0,0
ANDERDA01 ,Danw,Anderson,A,5,38,15,0,0,10,5,0,0,0,8,13,6,4,3,0,0
ANDERDE01 ,Derek,Anderson,N,24,461,167,38,7,45,40,12,1,37,35,137,46,74,62,43,13
ANDERER01 ,Eric,Anderson,N,2,6,2,1,0,1,0,0,0,1,2,2,1,0,0,0,0
ANDERJE01 ,Jerome,Anderson,N,4,5,2,0,0,1,1,0,0,0,1,3,1,0,0,0,0
ANDERKE02 ,Kenny,Anderson,N,36,1004,346,67,18,85,135,42,1,58,89,325,132,93,74,29,8
ANDERNI01 ,Nick,Anderson,N,49,1766,644,185,53,238,110,72,29,76,108,549,227,149,101,267,89
ANDERRI01 ,Richard,Anderson,N,15,140,58,16,7,23,10,2,3,4,20,48,20,12,10,21,8
ANDERRO01 ,Ron,Anderson,N,27,621,266,55,25,80,46,11,2,29,58,239,106,54,50,11,4
ANDERSH01 ,Shandon,Anderson,N,74,1275,359,127,65,192,68,31,7,77,129,298,133,109,76,48,17
ANDERWI01 ,Willie,Anderson,N,52,1140,483,108,34,142,127,42,12,81,128,427,198,93,73,42,14
ANTHOCA01 ,Carmelo,Anthony,N,39,1484,920,171,96,267,114,47,13,113,140,754,314,316,255,108,37
ANTHOGR01 ,Greg,Anthony,N,102,1597,455,96,28,124,234,82,18,94,207,425,154,140,90,194,57
AnthoJo01 ,Joel,Anthony,N,6,88,10,10,9,19,2,0,7,1,9,5,4,2,2,0,0
ARAUJRA01 ,Rafael,Araujo,N,5,28,11,8,3,11,1,1,0,0,8,8,3,12,5,0,0
ARCHINA01 ,Nate,Archibald,N,47,1642,667,62,15,77,306,34,2,122,118,556,235,236,195,17,2
ARDJI01   ,Jim,Ard,N,21,124,39,0,0,28,9,0,0,0,34,37,14,14,11,0,0
ARDJI01   ,Jim,Ard,A,19,215,78,0,0,57,7,0,0,0,34,61,30,32,18,0,0
ARENAGI01 ,Gilbert,Arenas,N,20,828,483,77,15,92,105,36,10,67,68,370,152,176,136,135,43
ARIZATR01 ,Trevor,Ariza,N,35,814,288,87,30,117,60,38,11,43,89,213,104,72,39,88,41
ARIZIPA01 ,Paul,Arizin,N,49,1815,1186,0,0,404,128,0,0,0,177,1001,411,439,364,0,0
ARMSTBJ01 ,B.j.,Armstrong,N,105,2364,828,127,24,151,252,82,3,79,171,667,314,179,149,113,51
ARMSTBR01 ,Brandon,Armstrong,N,8,32,6,1,1,2,3,1,0,0,4,12,3,0,0,1,0
ARMSTDA01 ,Darrell,Armstrong,N,51,1119,346,83,34,117,127,48,6,83,96,284,113,90,81,136,39
ArmstHi01 ,Hilton,Armstrong,N,12,125,36,16,12,28,1,4,7,10,27,26,14,20,8,0,0
ARMSTPA01 ,Paul,Armstrong,N,6,0,24,0,0,7,11,0,0,0,14,41,11,5,2,0,0
ARNETJA01 ,Jay,Arnette,N,9,81,29,0,0,10,10,0,0,0,22,32,11,8,7,0,0
ARNZEBO01 ,Bob,Arnzen,A,7,13,7,0,0,0,0,0,0,0,1,6,3,1,1,0,0
ARROYCA01 ,Carlos,Arroyo,N,29,247,67,14,5,19,54,5,2,14,29,72,26,20,15,4,0
ARTESRO01 ,Ron,Artest,N,44,1690,739,183,61,244,146,71,32,99,131,687,266,189,138,220,69
ASKEWVI01 ,Vincent,Askew,N,50,707,216,60,36,96,59,21,9,42,95,191,76,79,54,29,10
ASKINKE01 ,Keith,Askins,N,27,333,61,35,22,57,13,9,3,11,56,57,21,9,7,31,12
ATKINCH01 ,Chucky,Atkins,N,36,846,309,52,10,62,87,28,1,46,81,286,107,70,56,110,39
ATTLEAL01 ,Alvin,Attles,N,62,1504,395,0,0,245,206,0,0,0,246,382,154,158,87,0,0
AUGMOST01 ,Stacey,Augmon,N,77,1471,462,126,53,179,101,56,14,73,141,370,162,177,138,3,0
AugusJa01 ,James,Augustine,N,1,2,2,1,0,1,0,0,0,0,0,1,1,0,0,0,0
AUSTIIS01 ,Isaac,Austin,N,20,402,126,60,23,83,14,10,11,30,50,106,46,43,33,6,1
AVENTAN01 ,Anthony,Avent,N,9,80,28,7,12,19,1,0,1,3,13,20,9,12,10,1,0
AVERIWI01 ,William,Averitt,A,30,727,387,0,0,55,93,0,0,0,74,403,155,92,77,0,0
AVERYWI01 ,William,Avery,N,2,12,7,1,0,1,2,0,1,0,0,6,3,0,0,2,1
AWTREDE01 ,Dennis,Awtrey,N,42,747,177,0,0,188,63,6,4,0,106,132,70,61,37,0,0
AzubuKe01 ,Kelenna,Azubuike,N,6,15,4,3,1,4,0,1,0,0,1,3,1,2,2,1,0
BAECHJI01 ,Jim,Baechtold,N,9,307,121,0,0,32,36,0,0,0,41,104,45,39,31,0,0
BAGLEJO01 ,John,Bagley,N,19,546,181,35,12,47,142,23,2,61,33,166,72,51,36,8,1
BAILEGU01 ,Gus,Bailey,N,8,116,45,0,0,19,16,0,0,0,12,36,18,10,9,0,0
BAILEJA01 ,James,Bailey,N,14,164,59,21,10,31,6,11,10,12,27,47,22,22,15,0,0
BAILETH01 ,Thurl,Bailey,N,69,2117,929,266,116,382,98,30,82,109,196,811,364,241,201,4,0
BAILETO01 ,Toby,Bailey,N,5,15,4,1,1,2,2,0,0,0,1,4,1,4,2,0,0
BAKERVI01 ,Vin,Baker,N,24,749,316,95,74,169,33,29,25,44,88,281,138,73,39,2,1
BalkmRe01 ,Renaldo,Balkman,N,7,20,4,2,2,4,1,4,0,0,3,6,2,0,0,1,0
BALLAGR01 ,Greg,Ballard,N,65,1308,481,102,53,326,103,51,16,42,120,423,183,140,111,13,4
BANKSGE01 ,Gene,Banks,N,27,702,292,82,55,137,67,16,4,35,63,256,129,57,34,3,0
BANKSMA01 ,Marcus,Banks,N,13,171,54,16,2,18,15,6,1,9,25,47,20,12,9,12,5
BANTOMI01 ,Mike,Bantom,N,29,564,178,41,44,108,33,16,10,30,97,145,70,69,38,0,0
BARBOLE01 ,Leandrinho,Barbosa,N,48,1240,539,88,19,107,99,33,6,60,114,467,198,112,90,156,53
BareaJo01 ,Jose,Barea,N,13,230,84,17,3,20,35,3,0,6,14,75,34,15,9,18,7
BargnAn01 ,Andrea,Bargnani,N,11,285,98,27,4,31,8,9,6,9,31,85,35,21,17,33,11
BARKECL01 ,Cliff,Barker,N,9,0,42,0,0,15,23,0,0,0,20,50,16,18,10,0,0
BARKLCH01 ,Charles,Barkley,N,123,4849,2833,1072,510,1582,482,193,108,353,408,1965,1009,1048,751,251,64
BARKSDO01 ,Don,Barksdale,N,13,228,84,0,0,62,17,0,0,0,40,76,29,32,26,0,0
BARNEDI01 ,Dick,Barnett,N,102,3031,1539,0,0,273,247,0,0,0,282,1317,603,445,333,0,0
BARNEJI01 ,Jim,Barnes,N,11,200,64,0,0,61,6,0,0,0,35,63,26,18,12,0,0
BARNEJI02 ,Jim,Barnett,N,30,669,321,0,0,74,78,0,0,0,64,303,127,83,67,0,0
BARNEMA01 ,Marvin,Barnes,A,10,444,308,0,0,141,16,0,0,0,45,249,124,77,60,0,0
BARNEMA02 ,Matt,Barnes,N,11,330,122,37,26,63,26,16,4,20,44,100,45,18,13,45,19
BARNHJO01 ,John,Barnhill,N,21,421,111,0,0,41,44,0,0,0,42,113,46,31,19,0,0
BARNHJO01 ,John,Barnhill,A,14,317,77,0,0,33,25,0,0,0,41,88,28,41,21,0,0
BARNHLE01 ,Leo,Barnhorst,N,13,224,140,0,0,45,35,0,0,0,44,146,57,37,26,0,0
BARREER01 ,Ernie,Barrett,N,9,106,19,0,0,13,8,0,0,0,21,33,7,5,5,0,0
BARRMI01  ,Mike,Barr,A,20,639,135,0,0,65,72,0,0,0,62,128,58,24,19,0,0
BARRODA01 ,Dana,Barros,N,31,264,132,21,2,23,26,12,0,17,20,104,53,12,9,39,17
BARRYBR01 ,Brent,Barry,N,88,1730,513,146,32,178,146,46,18,80,157,383,171,86,69,245,102
BARRYDR01 ,Drew,Barry,N,2,5,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0
BARRYJO01 ,Jon,Barry,N,62,929,326,96,22,118,85,32,3,52,69,270,109,56,48,149,60
BARRYRI01 ,Rick,Barry,N,74,2723,1833,6,0,418,340,1,3,10,232,1688,719,448,392,12,3
BARRYRI01 ,Rick,Barry,A,31,1338,997,0,0,257,116,0,0,0,90,767,381,273,235,0,0
BASSBR01  ,Brandon,Bass,N,15,325,152,42,33,75,9,10,7,7,34,96,50,56,52,1,0
BASSETI01 ,Tim,Bassett,N,5,36,8,0,1,3,0,0,0,1,11,7,3,2,2,0,0
BASSETI01 ,Tim,Bassett,A,19,556,170,0,0,182,29,0,0,0,64,158,77,23,16,0,0
BASTOMA01 ,Maceo,Baston,N,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
BATESBI01 ,Billyray,Bates,N,6,219,160,12,5,17,25,10,2,26,24,121,66,31,25,8,3
BATTISH01 ,Shane,Battier,N,38,1331,309,113,54,167,58,38,28,47,119,243,105,59,45,143,54
BATTITO01 ,Tony,Battie,N,51,872,223,144,62,206,21,14,47,20,117,204,101,38,21,3,0
BATTLJO01 ,John,Battle,N,55,719,348,53,17,70,82,13,1,55,70,289,124,112,96,22,4
BATTLKE01 ,Kenny,Battle,N,8,34,9,4,1,5,0,0,0,2,5,13,4,1,1,0,0
BatumNi01 ,Nicolas,Batum,N,6,63,12,2,1,3,1,1,2,3,7,9,5,0,0,4,2
BAUMJO01  ,Johnny,Baum,N,2,5,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0
BAUMJO01  ,Johnny,Baum,A,33,600,262,0,0,113,13,0,0,0,66,217,117,39,28,0,0
BayleJe01 ,Jerryd,Bayless,N,2,11,6,1,0,1,0,0,1,1,0,6,2,3,2,1,0
BAYLOEL01 ,Elgin,Baylor,N,134,5510,3623,0,0,1725,541,0,0,0,435,3151,1388,1101,847,0,0
BAYNEHO01 ,Howard,Bayne,A,5,85,12,0,0,23,5,0,0,0,12,19,3,11,6,0,0
BEARDAL01 ,Al,Beard,N,32,754,289,0,0,119,88,10,2,0,105,259,115,89,59,0,0
BEARDRA01 ,Ralph,Beard,N,8,0,132,0,0,12,35,0,0,0,17,131,49,45,34,0,0
BEASLCH01 ,Charlie,Beasley,A,23,698,261,0,0,50,80,0,0,0,48,218,99,78,63,0,0
BEASLJO01 ,John,Beasley,A,51,1274,552,0,0,376,62,0,0,0,105,465,228,112,96,0,0
BeaslMi01 ,Michael,Beasley,N,7,178,85,41,10,51,7,2,7,11,14,88,34,17,13,13,4
BEATYZE01 ,Zelmo,Beaty,N,63,2345,1071,0,0,696,98,0,0,0,267,857,399,380,273,0,0
BEATYZE01 ,Zelmo,Beaty,A,52,2000,991,0,0,674,102,0,0,0,192,691,369,303,253,0,0
BECKBY01  ,Byron,Beck,A,56,1601,781,0,0,424,76,0,0,0,194,678,320,171,141,0,0
BECKBY01  ,Byron,Beck,N,5,29,8,0,0,6,1,0,0,0,5,9,3,2,2,0,0
BECKCO01  ,Corey,Beck,N,6,26,15,0,1,1,0,4,0,3,4,12,6,2,2,2,1
BECKEAR01 ,Art,Becker,A,25,415,178,0,0,86,14,0,0,0,64,143,68,51,42,0,0
BECKER01  ,Ernie,Beck,N,24,517,175,0,0,99,43,0,0,0,53,180,72,44,31,0,0
BEDFOWI01 ,William,Bedford,N,14,93,29,17,9,26,4,3,5,4,19,36,9,16,11,2,0
BEHAGRO01 ,Ron,Behagen,N,8,122,51,1,1,31,9,0,0,1,32,50,24,3,3,0,0
BELLAWA01 ,Walt,Bellamy,N,46,1939,850,0,0,680,136,0,0,0,160,686,323,318,204,0,0
BELLCH01  ,Charlie,Bell,N,5,108,46,1,2,3,7,3,2,4,15,43,17,7,7,11,5
BELLDE01  ,Dennis,Bell,N,3,27,2,0,0,4,0,0,0,0,6,8,1,5,0,0,0
BELLRA01  ,Raja,Bell,N,68,1763,545,136,38,174,102,43,7,41,190,392,193,105,78,174,81
BEMORIR01 ,Irv,Bemoras,N,3,20,9,0,0,6,1,0,0,0,4,8,3,3,3,0,0
BENBOLE01 ,Leon,Benbow,N,2,5,5,0,0,1,2,0,0,0,0,4,2,2,1,0,0
BENDEJO01 ,Jonathan,Bender,N,34,303,112,29,13,42,9,5,19,17,30,97,40,28,19,36,13
BENJABE01 ,Benoit,Benjamin,N,18,432,145,78,22,100,7,10,34,24,53,99,50,58,45,1,0
BENNEMA01 ,Mario,Bennett,N,6,18,8,5,4,9,0,0,1,2,2,6,3,2,2,0,0
BENNETO01 ,Tony,Bennett,N,8,86,30,8,1,9,13,2,1,5,8,25,12,2,2,8,4
BENNEWI01 ,Winston,Bennett,N,5,135,50,7,14,21,5,3,1,4,11,47,23,6,4,0,0
BENOIDA01 ,David,Benoit,N,57,1237,410,151,62,213,34,19,31,54,111,381,158,74,56,97,38
BENSOKE01 ,Kent,Benson,N,29,432,137,58,21,94,14,18,14,11,72,116,56,36,25,0,0
BERRYWA01 ,Walter,Berry,N,7,151,99,14,16,30,11,7,3,17,18,76,40,23,19,1,0
BESTTR01  ,Travis,Best,N,63,1222,442,92,34,126,173,45,8,77,165,380,157,120,105,76,23
BIANCAL01 ,Al,Bianchi,N,56,1135,448,0,0,125,101,0,0,0,193,471,184,115,80,0,0
BIBBYHE01 ,Henry,Bibby,N,72,1743,566,29,15,176,231,23,0,27,165,533,211,181,139,13,5
BIBBYMI01 ,Mike,Bibby,N,69,2659,1131,194,51,245,356,90,19,158,175,943,394,286,236,274,107
BIEDRAN01 ,Andris,Biedrins,N,11,267,70,50,19,69,5,8,17,9,29,37,27,30,16,0,0
BILLUCH01 ,Chauncey,Billups,N,133,4964,2357,396,68,464,783,141,19,293,337,1663,686,837,737,675,248
BINGDA01  ,Dave,Bing,N,31,964,477,0,0,85,133,0,0,0,76,452,191,127,95,0,0
BIRDLA01  ,Larry,Bird,N,164,6886,3897,1323,360,1683,1062,296,145,506,466,3090,1458,1012,901,249,80
BIRDSOT01 ,Otis,Birdsong,N,35,1090,546,54,32,104,104,56,5,61,89,483,232,139,81,11,1
BLABUW01  ,Uwe,Blab,N,7,29,12,5,2,7,1,1,1,3,6,7,3,12,6,0,0
BLACKCH01 ,Charlie,Black,N,8,0,57,0,0,0,17,0,0,0,38,61,18,29,21,0,0
BLACKRO01 ,Rolando,Blackman,N,69,2137,1110,122,78,200,217,42,14,126,119,897,434,268,233,31,9
BLAKEST01 ,Steve,Blake,N,15,428,97,34,5,39,62,8,0,20,22,80,37,7,5,41,18
BLANKLA01 ,Lance,Blanks,N,1,10,2,1,0,1,3,3,0,1,2,2,1,0,0,0,0
BLATCAN01 ,Andray,Blatche,N,8,114,31,17,10,27,1,2,6,6,17,27,13,13,5,1,0
BLAYLMO01 ,Mookie,Blaylock,N,54,2161,769,199,67,266,357,116,24,162,102,757,280,123,84,357,125
BLOCKJO01 ,John,Block,N,21,288,130,0,0,75,9,0,0,0,38,112,50,39,30,0,0
BLOUNCO01 ,Corie,Blount,N,37,487,85,81,60,141,13,14,12,21,79,67,32,35,21,1,0
BLOUNMA01 ,Mark,Blount,N,22,370,93,58,28,86,8,19,18,23,50,75,35,33,23,0,0
BOBBNE01  ,Nelson,Bobb,N,6,29,6,0,0,2,4,0,0,0,9,6,2,5,2,0,0
BOERWTO01 ,Tom,Boerwinkle,N,35,785,250,0,0,330,123,0,0,0,94,233,107,48,36,0,0
BOGANKE01 ,Keith,Bogans,N,10,293,73,38,4,42,11,4,0,7,26,68,25,11,8,45,15
BOGUEMU01 ,Muggsy,Bogues,N,18,636,170,38,13,51,105,33,0,36,36,167,70,26,20,21,10
BOGUTAN01 ,Andrew,Bogut,N,5,172,43,22,9,31,17,3,0,8,21,46,20,8,3,0,0
BOLMA01   ,Manute,Bol,N,29,496,82,72,37,109,3,6,77,13,61,88,34,27,12,23,2
BONDWA01  ,Walter,Bond,N,4,13,1,1,0,1,0,1,0,0,4,2,0,2,1,1,0
BONHARO01 ,Ron,Bonham,N,9,29,31,0,0,4,0,0,0,0,3,23,12,14,7,0,0
BONHARO01 ,Ron,Bonham,A,3,30,13,0,0,6,3,0,0,0,4,15,4,6,5,0,0
BONNEAN01 ,Anthony,Bonner,N,23,172,45,17,21,38,5,6,1,16,31,36,17,21,11,1,0
BONNEMA01 ,Matt,Bonner,N,16,134,26,13,8,21,2,5,2,5,16,33,9,4,4,17,4
BooneJo01 ,Josh,Boone,N,12,118,36,12,7,19,3,1,3,3,16,24,12,24,12,0,0
BOONERO01 ,Ron,Boone,N,8,226,94,0,0,15,14,9,0,0,28,77,37,21,20,0,0
BOONERO01 ,Ron,Boone,A,76,2493,1248,0,0,380,398,0,0,0,243,1094,506,270,236,0,0
BOOTHCA01 ,Calvin,Booth,N,11,155,42,14,18,32,3,8,6,5,32,40,17,9,8,0,0
BOOZEBO01 ,Bob,Boozer,N,48,1283,556,0,0,341,58,0,0,0,136,456,213,176,130,0,0
BOOZECA01 ,Carlos,Boozer,N,34,1281,695,312,108,420,95,31,9,102,117,557,276,194,143,0,0
BORNHJA01 ,Jake,Bornheimer,N,2,0,2,0,0,0,0,0,0,0,2,3,1,0,0,0,0
BORRELA01 ,Lazaro,Borrell,N,2,26,10,8,3,11,1,0,0,1,2,7,4,4,2,0,0
BORYLVI01 ,Vince,Boryla,N,33,463,436,0,0,89,65,0,0,0,114,375,158,135,120,0,0
BOSHCH01  ,Chris,Bosh,N,11,421,225,72,27,99,33,13,13,25,38,180,78,80,67,12,2
BOSWETO01 ,Tom,Boswell,N,20,259,82,4,2,54,25,3,6,4,42,59,33,24,16,0,0
BOVENDO01 ,Don,Boven,N,8,111,23,0,0,16,2,0,0,0,22,28,7,16,9,0,0
BOWENBR01 ,Bruce,Bowen,N,135,4191,808,306,60,366,177,108,64,84,363,726,286,123,68,398,168
BOWENRY01 ,Ryan,Bowen,N,21,172,24,18,10,28,8,7,0,7,25,33,10,5,4,1,0
BOWENTO01 ,Tom,Bowens,A,5,94,30,0,0,25,5,0,0,0,17,31,14,2,2,0,0
BOWIEAN01 ,Anthony,Bowie,N,40,310,89,22,7,29,33,5,3,14,47,75,36,13,12,7,5
BOWIESA01 ,Sam,Bowie,N,29,644,165,109,49,158,38,14,41,30,97,159,64,52,35,4,2
BOWMAIR01 ,Ira,Bowman,N,7,11,0,0,0,0,2,0,0,0,0,2,0,2,0,1,0
BOWMANA01 ,Nate,Bowman,N,29,196,54,0,0,79,9,0,0,0,51,66,22,13,10,0,0
BOYCEDO01 ,Donnie,Boyce,N,1,2,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0
BOYKIEA01 ,Earl,Boykins,N,15,413,193,13,11,24,58,13,2,18,25,190,74,43,36,40,9
BRACEST01 ,Steve,Bracey,N,10,137,69,0,0,14,23,0,0,0,14,54,27,20,15,0,0
BRADDGA01 ,Gary,Bradds,N,1,5,6,0,0,2,0,0,0,0,0,3,2,2,2,0,0
BRADDGA01 ,Gary,Bradds,A,22,633,384,0,0,179,18,0,0,0,66,314,146,115,92,0,0
BRADLAL01 ,Alonzo,Bradley,N,5,16,16,2,1,3,1,1,0,0,2,9,6,5,3,1,1
BRADLBI01 ,Bill,Bradley,N,95,3161,1222,0,0,333,263,0,0,0,313,1165,510,251,202,0,0
BRADLBI02 ,Bill,Bradley,A,2,9,6,0,0,1,1,0,0,0,3,2,2,2,2,0,0
BRADLCH01 ,Charles,Bradley,N,9,22,4,4,1,5,1,1,0,4,6,8,2,2,0,0,0
BRADLDU01 ,Dudley,Bradley,N,30,212,70,9,5,14,22,13,1,23,35,66,26,18,13,22,5
BRADLMI01 ,Michael,Bradley,N,1,3,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0
BRADLSH01 ,Shawn,Bradley,N,43,557,128,95,52,147,10,7,47,26,102,113,54,27,20,1,0
BRANCAD01 ,Adrian,Branch,N,12,47,16,9,3,12,7,2,0,5,10,24,4,14,8,1,0
BRANDEL01 ,Elton,Brand,N,12,517,305,72,51,123,48,11,31,29,34,225,124,76,57,1,0
BRANDTE01 ,Terrell,Brandon,N,38,946,398,104,18,122,163,31,9,67,66,361,165,58,52,42,16
BRANNBO01 ,Bob,Brannum,N,25,492,174,0,0,155,47,0,0,0,116,177,68,67,38,0,0
BRANSJE01 ,Jesse,Branson,A,17,402,193,0,0,102,20,0,0,0,62,155,61,87,71,0,0
BRATZMI01 ,Mike,Bratz,N,37,666,315,28,10,59,96,33,3,27,82,262,119,80,63,41,14
BRAUNCA01 ,Carl,Braun,N,31,706,415,0,0,81,87,0,0,0,107,369,134,178,147,0,0
BREMEJR01 ,J.R.,Bremer,N,10,146,47,15,0,15,12,3,0,8,12,56,16,8,7,32,8
BRENNPE01 ,Pete,Brennan,N,2,6,4,0,0,5,0,0,0,0,4,7,2,1,0,0,0
BREUERA01 ,Randy,Breuer,N,60,870,287,130,56,186,26,23,44,30,129,223,115,95,57,0,0
BREWEJA01 ,Jamison,Brewer,N,2,6,1,2,2,4,1,0,0,1,3,2,0,2,1,0,0
BREWEJI01 ,Jim,Brewer,N,31,742,164,18,10,204,49,7,8,5,59,145,68,54,28,0,0
BREWERO01 ,Ron,Brewer,N,16,411,226,11,2,24,32,8,16,16,30,191,92,59,41,7,1
BreweRo02 ,Ronnie,Brewer,N,25,504,192,41,26,67,34,20,5,17,41,157,77,54,37,8,1
BRIANFR01 ,Frank,Brian,N,43,768,394,0,0,61,93,0,0,0,105,386,134,154,126,0,0
BRICKFR01 ,Frank,Brickowski,N,37,590,233,92,30,122,39,22,10,50,114,181,93,63,40,25,7
BRIDGBI01 ,Bill,Bridges,N,113,3521,1185,0,0,1305,219,0,0,0,414,1135,475,349,235,0,0
BRIDGJU01 ,Junior,Bridgeman,N,49,1359,650,100,43,172,128,36,11,66,148,581,264,145,118,16,4
BRISTAL01 ,Allan,Bristow,N,20,242,86,0,0,42,42,11,5,0,33,73,32,36,22,0,0
BRISTAL01 ,Allan,Bristow,A,7,97,45,0,0,14,12,0,0,0,14,35,13,24,19,0,0
BRITTMI01 ,Mike,Brittain,N,1,2,2,0,1,1,0,0,1,0,0,2,1,0,0,0,0
BROKAGA01 ,Gary,Brokaw,N,6,152,83,0,0,15,36,0,0,0,17,56,32,24,19,0,0
BrookAa01 ,Aaron,Brooks,N,19,494,243,36,4,40,47,5,3,32,40,195,85,57,46,74,27
BROOKKE01 ,Kevin,Brooks,N,2,5,5,1,1,2,0,0,0,0,0,7,2,2,1,1,0
BROOKSC01 ,Scott,Brooks,N,34,355,89,20,4,24,57,12,0,21,42,76,29,28,21,23,10
BROWNCH01 ,Chucky,Brown,N,41,651,218,83,33,116,19,15,7,21,74,177,83,70,50,5,2
BROWNDE01 ,Dee,Brown,N,31,782,320,68,20,88,112,23,15,44,79,272,122,70,60,55,16
BROWNDE02 ,Devin,Brown,N,32,315,114,34,15,49,21,6,1,20,33,99,37,41,26,38,14
BrownDe03 ,Dee,Brown,N,8,52,13,2,1,3,9,0,0,4,1,17,6,4,1,6,0
BROWNFR01 ,Fred,Brown,N,83,1900,1197,39,24,196,193,44,7,35,144,1082,499,227,186,42,13
BROWNGE02 ,Gerald,Brown,N,1,1,2,0,0,0,0,0,0,0,0,1,1,0,0,0,0
BROWNJO01 ,John,Brown,N,7,64,10,8,2,10,1,1,1,5,10,13,4,2,2,1,0
